,x,y
120,-33.07668,55.047737
121,-29.850904,-47.64605
122,-7.035864,47.680023
123,-34.566116,56.648617
124,-30.481546,57.488316
125,-23.762432,22.821157
126,-20.636345,58.379894
127,-32.56255,58.53756
128,-11.1751175,-45.057907
129,-4.2418165,-14.966446
130,-34.881283,54.329124
131,-10.606012,-42.50554
132,-13.06186,-34.562393
133,-14.598274,-28.119917
134,0.6253782,-40.229717
135,-24.447723,-8.150499
136,-19.572304,5.83576
137,-10.883345,-40.26595
138,-27.112488,9.422898
139,-6.9139132,38.530453
140,-16.987734,55.588562
141,-10.48315,-38.209473
142,-5.7950315,-48.433823
143,-15.709048,54.67071
144,-35.399845,53.97136
145,-19.956078,29.026539
146,-17.799622,-23.36619
147,-19.37961,-20.303488
148,-21.439034,20.28902
149,-22.122375,-6.3321857
150,-10.907232,24.734533
151,-20.732403,57.521988
152,-9.627597,25.707796
153,-21.471588,-51.87759
154,-30.185747,57.018707
155,-19.942282,-55.03769
156,-12.07182,-29.700891
157,-24.968132,58.43501
158,-13.194463,-31.534647
159,12.00159,11.29763
160,-9.786285,-38.30666
161,-18.77495,-9.27861
162,-16.521921,-26.256777
163,-16.55178,-25.005304
164,-29.136063,59.998745
165,-16.707588,59.08338
166,-14.986107,-28.516397
167,-38.214024,-43.404995
168,15.9827175,17.764303
169,-16.026432,-26.305515
170,-17.67355,-24.630323
171,-6.0786695,-9.548444
172,3.0818958,-28.360832
173,-10.511692,-43.284363
174,-9.209011,37.275696
175,-13.076418,-34.723328
176,-25.081724,-5.8022428
177,-17.838911,28.067183
178,-17.73908,-21.722477
179,1.5855062,-41.35341
180,-13.762798,-32.300365
181,-6.9921203,0.3756274
182,-25.383692,58.63346
183,-15.981666,-24.354538
184,-37.056038,-42.00924
185,-20.903843,-20.327627
186,-7.1981115,47.56492
187,-13.754478,23.514261
188,-35.64008,54.637276
189,-19.262457,-54.541977
190,-21.704393,22.147432
191,-18.157612,-19.866291
192,-34.462708,55.04172
193,-27.874868,57.922718
194,-12.015249,-46.36042
195,-17.325567,-26.803276
196,-17.998264,-25.845343
197,-15.599614,11.830192
198,-12.008681,34.43811
199,-34.311993,53.9332
200,-25.54676,9.499163
201,5.367898,-18.34818
202,-31.538025,56.297707
203,-12.003201,-37.88279
204,0.42617595,-8.490467
205,-21.040203,-19.395975
206,-14.077681,-21.840355
207,-16.07436,8.337877
208,-12.006635,55.506355
209,9.499382,21.756945
210,-21.26726,-12.915462
211,-24.950197,4.9857635
212,-34.09378,-44.101974
213,-24.915602,17.25381
214,-19.117167,-6.0350404
215,-9.9159975,50.84619
216,-30.02444,56.26884
217,-3.6241434,-48.62905
218,-17.15354,-23.980936
219,-8.612725,28.045286
220,-25.147738,60.954964
221,-2.7598674,46.533596
222,-28.359547,2.05077
223,2.764546,-32.088196
224,-20.818256,-15.974778
225,-11.685295,-46.78057
226,-17.196741,-20.763687
227,-24.68927,-50.481335
228,-10.183744,55.85134
229,-31.869486,59.110462
230,-34.35628,54.20021
231,-10.9831,-38.149857
232,-44.183754,-32.052216
233,-4.2997236,39.148964
234,-14.56799,19.097187
235,-2.0530462,40.252438
236,-31.905695,57.144733
237,-19.561443,-8.11127
238,-12.199616,-46.493015
239,-8.150458,12.420787
240,-11.4512415,50.937336
241,34.03852,-8.528596
242,5.751627,-13.985438
243,-20.551804,-21.69784
244,-9.89487,54.490993
245,-19.68249,-51.327583
246,-20.343943,6.2004547
247,-11.497452,57.84632
248,-39.708027,-38.149513
249,-6.10626,-39.80853
250,-15.21672,17.198093
251,-18.755182,-20.451689
252,35.897415,2.0552146
253,-10.415462,-38.271877
254,-8.321873,33.216072
255,-16.040209,-26.630877
256,-15.457875,-28.560732
257,1.2379471,-10.781607
258,-23.220625,23.419388
259,-9.937835,23.809248
260,-24.256788,60.88113
261,-33.996685,56.81019
262,-10.518629,-38.539482
263,-14.264923,-30.038805
264,36.419796,2.3982477
265,-8.372795,15.160667
266,-18.782206,-55.308907
267,-14.765356,-6.9296374
268,-12.81788,34.00025
269,-11.882652,-35.017002
270,-1.577611,3.569707
271,10.336441,13.891558
272,-6.370094,40.13684
273,-16.534332,55.779366
274,-45.629448,-30.532095
275,-10.519899,-24.376236
276,-11.505637,-36.0162
277,-12.765089,-5.105061
278,28.344784,16.699553
279,-8.442149,29.527695
280,-22.072681,8.050974
281,-28.954762,59.485466
282,-10.494778,52.40206
283,-8.471573,-28.607805
284,-0.4964174,-43.18965
285,-19.629538,-9.381475
286,39.184155,18.981724
287,37.75355,-23.688927
288,-14.593534,13.329133
289,-1.0573461,4.7277837
290,-2.542684,39.058125
291,-16.941753,-7.685328
292,7.4791837,18.255243
293,-5.029914,-1.6451255
294,0.12788835,-23.46666
295,-17.308197,-7.63787
296,-11.031493,-46.33203
297,-16.640797,-10.196373
298,-14.134965,10.911504
299,17.621048,13.379453
300,-8.0079,15.414373
301,-26.67435,59.00824
302,-29.64238,-47.365196
303,-15.412141,-12.587443
304,-12.029022,-34.457264
305,36.69294,-25.191423
306,47.100254,-28.610815
307,-34.199142,-44.11391
308,37.927822,-2.1529682
309,-11.810095,-31.521643
310,-14.867371,-24.064209
311,-2.5652738,42.22585
312,-28.477318,60.19339
313,-6.1157565,-28.034885
314,12.274207,3.2654958
315,-15.104773,-24.250614
316,-9.873042,16.982353
317,64.64458,-3.2540429
318,-8.741401,-27.845062
319,-16.375551,-21.86593
320,18.969881,23.205946
321,57.019653,-20.476568
322,44.871986,-27.723074
323,63.213478,-7.2058444
324,60.63717,-14.988913
325,-15.88389,-12.660395
326,30.066536,16.243979
327,37.43323,4.9443398
328,-7.121528,42.054882
329,-2.4822845,-6.057226
330,-27.236654,60.338966
331,-13.623046,59.159275
332,-20.178122,-52.53238
333,-11.573194,-26.326265
334,8.472873,-8.342804
335,35.071293,-4.5051117
336,56.43776,-21.421137
337,-3.7615867,45.023167
338,0.39619368,-44.64829
339,28.460438,24.925632
340,39.656895,-1.9245818
341,36.138443,19.061602
342,-8.72079,-21.914276
343,0.36563793,-44.3765
344,2.2276328,-3.0430822
345,-12.500373,-6.9427915
346,-5.434166,-16.96061
347,3.179602,-31.75916
348,42.65868,-28.790724
349,-29.799824,54.382534
350,-6.955149,50.59301
351,29.94287,23.922403
352,34.214256,-5.926782
353,-34.13019,54.859566
354,29.647213,24.123247
355,25.514519,26.366447
356,28.420967,22.476978
357,-34.125572,54.837547
358,-14.626412,-5.7765756
359,-0.5950756,-12.128407
360,12.671776,8.968237
361,-22.906406,-51.31538
362,-22.179296,-11.46751
363,0.048832327,-25.258549
364,37.452618,12.625253
365,-2.8773682,-6.5190988
366,-10.09366,53.992165
367,-34.05086,54.489193
368,37.30692,17.96358
369,-17.737741,-25.20717
370,-3.3229985,1.7076225
371,-3.8082485,-4.884263
372,-6.2448587,37.531586
373,29.788897,20.387009
374,-11.234564,1.7254729
375,2.4601223,-1.454069
376,-16.140879,-54.544556
377,-12.937881,24.13231
378,-29.40933,55.164024
379,2.73365,-5.3519316
380,-10.363327,51.00411
381,34.87001,22.269382
382,-23.551353,56.825165
383,34.78696,-16.105259
384,29.733227,16.616468
385,-24.122656,16.151535
386,-15.447828,15.846883
387,-30.703358,56.397797
388,-30.33997,54.474792
389,11.445614,13.294888
390,-13.467634,-29.51122
391,14.93684,23.838688
392,-13.131139,8.302774
393,-19.099094,-20.368294
394,14.045026,14.138745
395,27.740059,22.537466
396,58.941208,-18.480978
397,-15.081254,-11.654058
398,-9.783572,38.644344
399,-9.4383335,56.12991
400,14.913812,10.946184
401,45.549274,-28.782396
402,-0.6450876,-24.089146
403,8.223002,0.25692007
404,-11.731088,22.690475
405,37.069145,-25.399422
406,34.94246,11.786909
407,-11.761853,20.862572
408,12.836766,22.38993
409,40.01591,-25.452286
410,42.807755,-27.468582
411,-1.804385,45.237156
412,-14.901407,56.872585
413,-20.408787,-15.338447
414,-1.1384765,-0.00028190197
415,10.040244,14.09379
416,-10.468194,23.507175
417,-9.882489,21.10031
418,-8.996867,-21.047207
419,-12.526935,-5.540867
420,-16.447208,11.798317
421,-17.962675,59.60823
422,-14.681132,17.559608
423,-9.345532,-27.972868
424,35.659534,5.209085
425,0.66968817,3.3586833
426,-1.5500655,-17.557917
427,-16.164246,11.862428
428,39.728703,-1.8050644
429,-8.399139,4.1132765
430,-1.8588258,1.5668061
431,-8.648302,-52.188644
432,-16.06468,28.366465
433,-9.744808,24.34654
434,-28.330238,55.245102
435,-9.252356,-41.06281
436,41.228428,-28.57279
437,-5.128945,11.571884
438,-5.08214,-8.439096
439,-16.808334,-19.836948
440,-9.008275,-27.753143
441,-23.486992,-54.2437
442,-10.73722,19.80124
443,-18.005234,-20.618414
444,-12.974377,-31.039513
445,-10.305843,-36.048332
446,4.2876015,2.1661623
447,37.11488,1.4795278
448,-29.499218,-50.92959
449,-16.873388,12.231877
450,-26.607151,55.790707
451,-16.476177,-20.229273
452,-2.7856112,-7.188435
453,-1.2865015,-18.00137
454,-11.044361,27.385637
455,9.008594,10.231401
456,-26.750706,56.08552
457,-19.21599,-51.10506
458,-1.6545506,3.2750814
459,50.860832,-28.214945
460,10.188857,21.810402
461,-14.88137,58.084797
462,-8.234731,-25.661863
463,29.880934,26.354225
464,-10.715507,-38.23185
465,-21.049356,-5.290008
466,-18.45531,-15.535845
467,-10.439046,20.874407
468,-10.970752,-5.5092216
469,-14.51256,9.168564
470,1.4655529,-36.37032
471,-17.856981,-54.188328
472,29.484861,25.240032
473,62.341972,-10.427141
474,39.160164,16.52141
475,-6.3026123,12.159463
476,8.259383,4.3837905
477,30.894527,15.398988
478,-0.52171695,-41.61615
479,6.8004813,18.496704
480,-4.2129903,-47.5564
481,-30.061586,-50.034737
482,-25.260948,-7.2672386
483,-6.4336443,-1.4890883
484,-21.963455,-3.5823135
485,-21.745384,58.551662
486,-19.623049,-15.588997
487,-16.722725,-23.30796
488,-16.786999,-7.975244
489,15.59262,19.50099
490,-40.658173,-40.182415
491,24.39273,25.34463
492,-1.6620356,3.4011729
493,0.7488342,4.637652
494,-13.702472,54.330566
495,-21.10542,-9.738637
496,-13.703893,-5.6401954
497,-17.873938,-13.6078
498,33.701748,-17.972952
499,-14.595974,-10.209422
500,36.393314,-3.3759723
501,-6.178178,-0.4336627
502,-32.140984,55.321125
503,-20.944962,62.20548
504,-0.454267,-17.603224
505,-7.49753,-22.340637
506,35.64615,-21.031614
507,-6.350225,4.6024923
508,-5.973815,14.329012
509,7.414835,-11.495112
510,9.741196,11.731205
511,-15.202222,17.784363
512,5.755956,6.918098
513,10.62842,13.796469
514,16.045559,16.813326
515,-26.561043,55.97395
516,-23.070112,-11.81523
517,-19.760662,-8.99952
518,-5.2121315,0.87422156
519,-29.410738,54.534138
520,-7.875531,-1.0414348
521,-18.37735,-20.272356
522,-5.548763,-47.69396
523,61.037533,-13.337522
524,-10.3816805,-35.44565
525,30.335978,16.177748
526,12.048503,5.6346188
527,-5.6574264,-0.6138353
528,-22.0326,57.604137
529,-28.71077,56.76791
530,18.091967,21.571476
531,-15.303239,-12.101228
532,38.802402,-25.309477
533,-11.0860195,53.06167
534,-5.9937077,0.67402387
535,-26.215366,55.993057
536,-18.090326,-20.258436
537,-1.5836074,-24.447527
538,9.039496,0.8890577
539,62.346344,-10.208173
540,0.6102638,-40.488846
541,-18.208317,-8.468138
542,-29.6078,-49.066147
543,38.42178,1.0071709
544,-3.6967902,8.624318
545,-7.12684,38.916885
546,-32.205215,54.04381
547,-0.72108305,-1.36255
548,23.089693,25.32182
549,8.794951,20.823996
550,-14.15139,19.679253
551,-11.071947,-30.404016
552,-18.933836,-9.044885
553,38.323074,11.491792
554,-13.318596,14.140627
555,-13.000315,52.547115
556,-13.126698,-30.173187
557,0.53135616,-26.799427
558,31.639069,20.628124
559,-35.295353,54.165268
560,-18.07827,-14.635257
561,-10.98217,-46.784878
562,7.1173267,-3.465522
563,-34.658245,54.39133
564,-15.505387,-21.762064
565,-32.01033,58.706123
566,-14.557492,-27.702805
567,-10.709029,-46.036003
568,-16.543198,10.297781
569,-5.4629645,-48.949764
570,13.902405,6.7971773
571,12.619712,22.991772
572,-18.48894,-9.524394
573,-16.927305,18.076612
574,-19.354172,-23.629126
575,13.499098,12.203963
576,26.872805,20.362257
577,54.46003,-23.668242
578,-11.666842,19.833017
579,-7.261568,12.868206
580,9.621563,8.519104
581,39.360085,10.638219
582,-6.100125,-45.927216
583,42.777992,-27.019318
584,36.800217,-2.5314684
585,-22.276628,60.866875
586,34.16187,-9.549391
587,-10.797499,27.732481
588,-20.060413,-16.674507
589,-7.629024,-22.867538
590,0.56492144,-40.563953
591,33.096912,-5.514153
592,-10.493574,-28.447626
593,11.356063,22.612606
594,6.953535,18.56865
595,62.939507,-9.069803
596,-20.092264,61.138626
597,-6.418773,53.806297
598,-21.02147,-0.96874607
599,-20.12168,-9.710632
600,28.349176,25.964289
601,-8.629386,-43.142643
602,-8.59451,16.227413
603,34.41624,-10.303291
604,-0.5925603,3.9345117
605,7.5868793,22.12395
606,-1.3414793,-45.24285
607,34.764523,4.4403834
608,-12.478091,60.10653
609,-3.634398,-12.83627
610,5.911264,5.4442167
611,-8.470626,12.874907
612,-4.7631273,-15.507491
613,15.08172,18.102781
614,-13.38261,3.0822217
615,34.699852,-19.66276
616,18.231667,21.658066
617,-9.781717,24.890438
618,-21.404726,61.486645
619,-14.415048,14.358249
620,-3.8780444,-47.981144
621,28.2637,20.661129
622,-1.0413414,-32.872543
623,-8.289755,2.9679601
624,7.3211617,17.38741
625,-7.925451,34.567623
626,-23.926664,-8.405449
627,5.5328503,-16.876175
628,26.010303,23.678955
629,28.521423,16.75584
630,-17.156076,-7.9194326
631,-6.8011494,12.33597
632,-11.081116,-53.595795
633,-13.987578,-10.342245
634,35.651573,-8.024054
635,-10.654775,-27.061993
636,-30.005188,55.03138
637,39.80023,14.666701
638,4.1674223,-10.172428
639,-9.229914,38.448578
640,-21.868399,-51.592033
641,3.9676867,-2.6860106
642,-16.595732,-16.148867
643,35.41959,-21.593225
644,-6.216121,4.5984044
645,-11.556767,54.815735
646,35.4546,17.612349
647,34.79576,3.5845728
648,-10.782533,58.594025
649,-2.9134023,39.615433
650,-21.685387,-9.321093
651,-18.224424,-51.764717
652,-21.822762,-1.0809983
653,6.599256,8.976101
654,-2.612901,46.36739
655,-26.669966,60.178577
656,-27.515862,56.255733
657,5.438132,-10.456394
658,-2.0744996,43.120533
659,-16.128157,-8.206703
660,7.921878,16.613535
661,39.517715,5.702262
662,-16.19216,-19.364225
663,15.721748,16.111572
664,40.00797,-27.132826
665,33.512424,23.173845
666,14.315029,11.869598
667,-1.7900176,3.4278202
668,-4.921828,47.18746
669,-24.980888,56.336555
670,-3.5480773,-6.828736
671,-9.957854,-27.86885
672,8.064332,10.191266
673,15.807206,23.161192
674,13.849981,22.97576
675,50.190598,-27.261377
676,34.123283,-23.088768
677,-2.1020846,-43.960136
678,-6.042637,1.7425958
679,-13.045005,53.372086
680,-29.234478,54.721535
681,-0.9062582,-45.044415
682,-17.67744,-19.63456
683,-8.402367,13.075471
684,60.56766,-14.914644
685,-11.581076,-29.718441
686,6.34685,-13.9898
687,37.76529,-0.44862992
688,-2.0396004,-28.874489
689,1.1438814,4.35629
690,-11.909398,55.21263
691,-9.327741,25.345125
692,-23.92892,-49.94956
693,2.9702945,-1.0813977
694,-1.6010342,-3.9815521
695,22.557041,24.226694
696,-10.07929,-51.084557
697,35.136456,-11.660636
698,-12.852656,3.4025862
699,-13.17045,53.064716
700,14.006936,18.092802
701,-19.234238,-53.048428
702,-10.091181,13.331916
703,-15.845844,-53.518536
704,-8.239289,2.0792203
705,37.0496,-2.879805
706,-10.238011,16.136307
707,34.927223,-16.317322
708,-14.489025,-52.816296
709,7.3962417,9.0951185
710,29.235888,16.736177
711,-20.88303,58.481552
712,21.344574,27.311956
713,12.514658,10.366484
714,-13.462873,7.3573995
715,-3.3540113,-15.790956
716,-6.259668,11.661031
717,-9.780957,23.441994
718,-16.764904,60.603466
719,20.11626,26.28257
720,27.21302,22.626394
721,39.89923,10.943176
722,-11.701407,-6.5353026
723,25.644657,21.097963
724,39.999317,16.658653
725,-14.139361,7.8365254
726,-14.826933,25.453415
727,38.37127,17.031557
728,-35.574596,55.487247
729,-27.234861,55.575787
730,-30.924953,58.36502
731,-5.716982,-16.59043
732,1.3259248,5.13499
733,-15.469171,55.174545
734,-26.179295,56.886868
735,16.079634,13.48976
736,6.072298,-2.0149965
737,6.565141,8.776832
738,25.13851,21.397383
739,-23.500792,-10.510137
740,-12.87622,-54.274998
741,31.068495,24.823246
742,34.2883,-18.316444
743,18.714138,22.75714
744,-5.814042,11.392926
745,-2.2532837,-6.909859
746,-13.854539,4.3844137
747,-23.800093,9.685753
748,-22.64193,61.33984
749,1.6720494,-41.87233
750,37.758003,-5.0235233
751,35.81312,-9.554746
752,34.72459,5.6725545
753,34.550236,-19.281408
754,16.787273,18.631763
755,-16.687235,32.905003
756,34.585552,-13.238312
757,26.9684,23.865276
758,21.977102,24.56718
759,0.36328202,-12.262871
760,-19.649887,5.4232907
761,-15.958033,-54.43307
762,-5.245773,-30.968245
763,-5.5659847,-1.0802221
764,-2.4593637,0.65593714
765,-18.806505,-9.070033
766,13.357676,11.41323
767,-3.2716422,-34.740086
768,10.952389,20.171385
769,0.3694538,5.153479
770,-14.073403,56.07436
771,-35.45231,55.530327
772,-2.9217813,2.3115687
773,-16.26659,57.76084
774,15.762542,15.864896
775,-3.1563387,3.2550716
776,-32.84468,54.644886
777,-21.447601,4.974062
778,21.801634,25.94614
779,15.34443,16.349703
780,31.938904,22.622835
781,28.31543,20.196518
782,37.684258,5.854532
783,10.858056,1.0527495
784,-9.911938,15.766924
785,-7.487941,14.800512
786,-33.511684,55.521755
787,33.92301,22.818312
788,-12.600847,-29.770113
789,9.441394,5.771678
790,-34.976192,54.114365
791,34.947823,-8.499183
792,7.8243465,3.9791422
793,38.982952,15.211082
794,-11.199669,-36.947548
795,-19.65006,-9.161672
796,34.05306,-17.80075
797,-5.9494333,10.334573
798,30.917658,24.726507
799,-30.130053,54.4554
800,-7.4549646,15.425924
801,-0.7976147,-35.703365
802,-15.098743,-6.3207655
803,-5.9423313,-0.57833713
804,-15.255559,-20.806896
805,-28.397076,55.22268
806,34.328835,-18.647457
807,-32.225845,58.136143
808,-35.77916,55.458534
809,30.747972,25.859346
810,-14.460901,-53.769154
811,-4.085736,-9.735196
812,0.19757418,1.5822746
813,-31.614355,-48.763103
814,-14.656394,8.344397
815,15.157401,23.437828
816,36.571793,19.548752
817,30.51767,16.194244
818,-7.9072294,-31.110596
819,-21.824512,-4.394288
820,-14.706443,29.840733
821,-10.587296,56.53539
822,-18.640884,-1.0078129
823,-21.742146,-4.3587065
824,-2.8908048,42.338345
825,-10.885651,-45.366558
826,26.762825,22.049557
827,-4.105423,-42.172825
828,14.942681,15.242099
829,3.4749045,1.3532621
830,-9.116768,-29.211088
831,-10.522513,17.198631
832,0.052838344,4.5864377
833,-6.14824,-38.97392
834,10.6270075,8.9833765
835,-32.524685,55.434914
836,-2.1772547,40.743153
837,35.679253,-10.502996
838,-16.770407,13.702489
839,-5.78615,-12.680714
840,3.7195504,-11.1586075
841,14.503828,4.6674013
842,-5.1234756,10.707098
843,-27.545471,60.43355
844,2.576166,-2.2735193
845,-12.501401,-33.39299
846,11.587176,4.5883636
847,36.350376,20.564306
848,-11.9396,25.640772
849,-22.343027,61.098152
850,-14.217261,-25.33289
851,-2.0448532,2.7043927
852,-1.8036164,-25.00202
853,35.72409,-6.188531
854,-10.602835,56.95729
855,-4.158492,40.323795
856,-13.168788,20.404232
857,37.664825,-2.1390119
858,29.854574,25.244488
859,39.322567,12.386286
860,9.064973,18.46686
861,-10.799599,-24.265694
862,35.426746,4.544896
863,38.99116,5.178859
864,-12.162931,53.510452
865,-1.4034636,44.66606
866,-15.835253,-22.246716
867,-20.84441,1.4147731
868,12.93163,17.653833
869,-23.422846,-0.007584229
870,-18.311491,-18.015326
871,-11.014662,-24.253227
872,-21.432009,60.190628
873,-9.856736,-46.312965
874,-38.12545,-43.64607
875,-13.413647,52.875263
876,-2.3363202,1.7123231
877,36.816254,4.874695
878,25.59041,22.039345
879,-29.734005,54.471954
880,-13.689066,-28.911844
881,17.898945,22.360365
882,38.485504,0.4340946
883,10.269473,8.300159
884,1.3047056,5.9838133
885,61.24854,-13.0097685
886,-19.35821,60.388367
887,16.736847,22.868746
888,47.26632,-27.518944
889,-11.855846,-34.408604
890,27.77679,22.210035
891,-31.133402,55.56019
892,-40.740093,-40.096382
893,-5.160247,5.680047
894,12.517599,18.194252
895,57.50548,-20.07799
896,34.17515,16.613396
897,-41.195538,-39.426224
898,33.23094,22.16628
899,-3.9015,8.84995
900,38.21504,15.029203
901,-35.611828,54.838886
902,-23.496178,-51.6849
903,6.624292,8.757544
904,30.986374,26.102684
905,12.002119,5.2224255
906,-20.226145,5.72608
907,50.05383,-28.193874
908,-14.035677,55.41641
909,-19.776663,29.331482
910,14.567324,14.7268095
911,-24.779766,61.057518
912,-22.730968,-50.34764
913,-14.429807,26.663176
914,-12.90428,-30.531202
915,-45.418022,-31.35049
916,35.90272,-4.949042
917,49.606964,-26.930393
918,12.085486,18.600246
919,40.516117,-26.38326
920,-24.839825,61.084255
921,-11.31735,-35.29571
922,-3.148987,-1.0264841
923,-26.322063,58.458775
924,-12.656171,-32.727356
925,38.039715,15.188133
926,-3.3718402,-7.928376
927,26.96985,23.307114
928,36.744663,-7.2107987
929,27.744532,22.702084
930,-15.348657,-27.335726
931,-3.098317,-4.2031364
932,9.440958,10.588899
933,0.3842057,-23.244764
934,-10.687102,27.866125
935,-6.496831,38.463802
936,39.2543,11.028622
937,-13.399025,6.8399625
938,-3.0579941,10.194075
939,44.871857,-29.113224
940,-3.686948,10.29697
941,-3.1909337,-40.60268
942,-24.16529,-9.551506
943,-17.79872,-23.601036
944,30.575727,25.035568
945,7.688852,17.00576
946,29.08909,16.696564
947,35.185776,8.993966
948,-28.537632,59.812458
949,-28.741697,54.970325
950,-8.398822,0.6407099
951,-14.398298,18.393303
952,-30.201231,54.573357
953,-11.64666,50.841232
954,-34.948235,56.16438
955,-15.24743,-24.230038
956,-9.164662,-1.9666057
957,-12.375886,29.82855
958,-8.665701,33.229214
959,-36.624474,-44.217033
960,-10.035002,-44.93568
961,-19.838154,4.36801
962,-40.11602,-38.793648
963,-11.4240465,-36.787502
964,37.88407,-1.0211012
965,37.556145,17.893501
966,30.870888,15.7367
967,63.1851,-6.988038
968,-3.479254,2.0286763
969,-35.574234,55.577312
970,-15.825849,11.639742
971,2.1897893,2.8712971
972,-0.06030351,5.0375414
973,-11.054221,58.313263
974,20.270412,23.702675
975,2.6359658,-37.187504
976,57.702873,-19.753973
977,10.047409,10.572426
978,-29.410494,59.38853
979,-19.80846,-51.185883
980,-22.668549,-4.459807
981,-5.178867,11.492566
982,-5.402049,11.284503
983,-2.013341,42.592663
984,-6.68859,50.984158
985,-32.293907,54.291107
986,8.002585,17.768328
987,-35.129383,54.574078
988,-12.628035,-51.544098
989,-12.808275,-31.51347
990,-19.589266,-52.69303
991,-7.0632677,-1.6064047
992,12.579995,22.43553
993,34.733227,16.442333
994,17.956377,20.99215
995,39.63698,2.1148975
996,-27.384314,56.45452
997,-17.612621,-19.510363
998,-2.315645,4.280658
999,-12.3147545,-2.292572
1000,36.827606,2.30276
1001,-13.555343,5.0779862
1002,-29.254261,54.75607
1003,-28.298672,59.885185
1004,-30.010523,54.341526
1005,-34.550358,-45.002098
1006,-4.764947,0.60269415
1007,-8.235262,-21.96394
1008,-9.691689,-35.037876
1009,-15.073665,-24.213665
1010,-5.453577,-32.446865
1011,24.989286,21.916084
1012,8.259493,17.107386
1013,-10.092251,23.847025
1014,10.416114,12.894705
1015,-12.871863,53.7856
1016,-20.892965,61.982513
1017,43.204533,-27.944242
1018,12.571854,19.39198
1019,22.13662,24.716896
1020,-10.203319,-36.538773
1021,-5.4100585,-30.960794
1022,-22.346603,-5.759269
1023,14.75248,16.972176
1024,46.015163,-27.86017
1025,-14.062822,18.683979
1026,-10.988396,15.722926
1027,-33.1759,54.3256
1028,-10.515617,-27.833912
1029,-15.835683,-13.335509
1030,4.2626667,-12.434145
1031,-11.157821,-36.75996
1032,-11.816229,38.662144
1033,-31.38415,54.510662
1034,-18.520174,16.112782
1035,-14.254588,30.5369
1036,24.631252,25.261354
1037,7.816269,22.034464
1038,11.647322,18.769464
1039,1.0943307,0.05909187
